,id,groupId,push,pull,cost
359,2113,55,80417,32772,113189
829,3074,105,65076,48128,113204
1216,3673,127,64155,49056,113211
970,3290,105,65560,47674,113234
1106,3495,105,65700,47534,113234
860,3120,105,65210,48095,113305
1240,3709,49,65870,47455,113325
1322,3835,49,65729,47692,113421
1101,3490,105,65571,47866,113437
1166,3582,49,66235,47238,113473
866,3127,105,65771,47713,113484
1121,3511,99,75296,38216,113512
749,2946,51,77240,36275,113515
1125,3517,48,62531,51070,113601
1176,3601,105,66084,47570,113654
1082,3471,105,66296,47366,113662
1099,3488,105,65785,47925,113710
1267,3752,49,66130,47613,113743
869,3130,105,65650,48113,113763
874,3136,105,66095,47709,113804
856,3116,105,66446,47409,113855
985,3307,105,66578,47428,114006
1150,3562,49,66205,47866,114071
1042,3406,48,71554,42560,114114
853,3111,105,66428,47723,114151
1233,3699,49,66876,47292,114168
1260,3743,49,66735,47440,114175
1095,3484,105,66539,47664,114203
852,3109,105,65699,48676,114375
966,3281,105,66873,47579,114452
962,3266,105,67096,47374,114470
1346,3882,49,66102,48407,114509
942,3212,51,77410,37106,114516
354,2106,55,81003,33530,114533
989,3311,105,66802,47744,114546
712,2880,51,76715,37919,114634
859,3119,105,66354,48312,114666
873,3135,105,66329,48356,114685
1275,3761,49,66956,47762,114718
1102,3491,105,66732,47993,114725
1151,3563,49,66918,47904,114822
921,3186,79,78532,36406,114938
875,3140,105,66631,48329,114960
837,3086,105,67530,47440,114970
1347,3883,49,67006,48058,115064
1025,3365,105,65394,49708,115102
1017,3356,105,67583,47575,115158
1020,3359,105,65015,50217,115232
350,2102,55,80371,34910,115281
984,3306,130,77182,38161,115343
1258,3739,49,67971,47390,115361
787,3004,101,79120,36299,115419
916,3181,79,77131,38415,115546
877,3142,105,67906,47688,115594
370,2140,55,73580,42095,115675
1081,3470,105,66949,48848,115797
1057,3439,105,66675,49153,115828
1272,3757,49,67672,48219,115891
983,3305,79,78528,37687,116215
1315,3825,49,68531,47767,116298
827,3072,105,68581,47726,116307
1157,3571,49,68161,48217,116378
951,3240,51,78581,37830,116411
1163,3578,99,82172,34244,116416
1104,3493,105,68468,47950,116418
1103,3492,105,68224,48379,116603
1021,3361,105,66082,50619,116701
1064,3447,105,68060,48729,116789
343,2092,111,79286,37574,116860
1204,3653,127,71098,45967,117065
997,3323,105,68302,48771,117073
1336,3860,105,67682,49417,117099
1271,3756,12,68252,48997,117249
1019,3358,105,66535,50876,117411
971,3291,105,69541,47894,117435
1012,3351,105,64663,52781,117444
1015,3354,105,64812,52659,117471
1062,3444,105,69180,48337,117517
352,2104,55,83776,33771,117547
1084,3473,105,67954,49664,117618
1337,3861,105,68535,49223,117758
995,3320,105,69714,48178,117892
1000,3330,105,67868,50063,117931
818,3061,105,68448,49617,118065
1056,3438,79,86456,31674,118130
1063,3446,12,69204,48948,118152
1179,3606,12,69157,49039,118196
935,3200,79,85547,32692,118239
1276,3763,12,69390,49022,118412
1263,3748,12,69445,48988,118433
1334,3852,79,78018,40417,118435
1310,3820,12,69452,49111,118563
1152,3564,132,69840,48723,118563
1135,3541,12,69807,48912,118719
910,3175,79,85123,33606,118729
1306,3810,12,69468,49322,118790
1124,3514,48,66662,52200,118862
1199,3646,12,69945,48923,118868
900,3165,79,81231,37645,118876
1052,3433,12,70104,48804,118908
1091,3480,105,68180,50769,118949
1061,3443,12,70398,48702,119100
1107,3496,79,79914,39205,119119
1059,3441,12,70133,48993,119126
1338,3862,105,70264,48928,119192
1055,3436,12,70498,48694,119192
1341,3875,48,72640,46583,119223
817,3060,105,69549,49702,119251
1108,3497,12,70271,49019,119290
920,3185,79,84342,34967,119309
1327,3844,79,84991,34319,119310
1182,3610,12,69608,49820,119428
1086,3475,105,70686,48815,119501
1008,3345,105,67860,51643,119503
1018,3357,105,65562,54069,119631
1118,3507,12,70725,48907,119632
821,3064,105,69707,49951,119658
678,2817,12,70293,49647,119940
676,2815,12,70275,49703,119978
1090,3479,105,68859,51171,120030
752,2949,12,70424,49665,120089
1092,3481,105,68919,51229,120148
1227,3688,132,71298,48914,120212
876,3141,105,72690,47595,120285
1143,3553,12,71172,49192,120364
1065,3449,12,71492,48892,120384
750,2947,12,70861,49548,120409
954,3252,12,70991,49513,120504
348,2098,55,83986,36530,120516
780,2996,12,70629,50000,120629
670,2809,12,71015,49871,120886
946,3233,12,71532,49360,120892
663,2796,51,73976,47008,120984
672,2811,12,71306,49801,121107
784,3001,12,71254,49908,121162
697,2851,12,71520,49774,121294
1080,3469,48,58263,63032,121295
949,3237,12,71713,49583,121296
755,2952,12,71739,49731,121470
692,2846,12,71763,49784,121547
865,3126,49,68252,53298,121550
1093,3482,105,70019,51647,121666
864,3125,49,67395,54406,121801
1186,3620,12,73137,48771,121908
1078,3467,48,58949,63101,122050
445,2289,48,71836,50264,122100
1085,3474,48,61942,60164,122106
1146,3556,132,73122,49040,122162
720,2896,105,70416,51826,122242
560,2596,12,71014,51381,122395
1189,3623,12,80932,41475,122407
1286,3778,48,62233,60177,122410
698,2853,12,72587,49925,122512
568,2620,12,71527,51180,122707
705,2873,105,70881,52050,122931
1005,3337,105,69745,53193,122938
447,2295,48,71387,51640,123027
959,3258,12,73269,49762,123031
546,2567,12,71752,51297,123049
450,2302,48,72337,50713,123050
665,2800,51,75710,47399,123109
709,2877,105,71115,52111,123226
552,2583,12,71618,51635,123253
823,3067,12,73736,49637,123373
614,2695,105,71137,52348,123485
1112,3501,48,60979,62519,123498
772,2982,12,73751,49759,123510
548,2570,12,71729,51808,123537
595,2674,105,71365,52186,123551
634,2727,12,72351,51217,123568
716,2887,105,71708,51889,123597
636,2730,12,71698,51925,123623
551,2581,12,72371,51287,123658
721,2898,105,71828,51866,123694
592,2665,105,71928,51775,123703
723,2901,105,71805,51929,123734
611,2692,105,72023,51744,123767
717,2890,105,72085,51694,123779
805,3044,105,72146,51697,123843
1110,3499,48,61254,62600,123854
657,2787,12,71972,51910,123882
1087,3476,48,62468,61438,123906
640,2746,12,71930,51991,123921
621,2703,12,72547,51418,123965
554,2587,12,72477,51518,123995
718,2892,105,72379,51731,124110
627,2715,105,72239,51974,124213
655,2783,12,72446,51805,124251
763,2964,105,72364,51890,124254
1026,3366,12,74400,49860,124260
652,2780,12,72724,51586,124310
1003,3335,105,71588,52739,124327
724,2903,105,72466,51866,124332
653,2781,12,72465,51891,124356
706,2874,105,72277,52112,124389
561,2598,12,72994,51477,124471
710,2878,105,72362,52131,124493
610,2691,105,72839,51679,124518
1076,3465,48,63430,61150,124580
644,2755,12,73394,51188,124582
708,2876,105,72503,52124,124627
715,2886,105,72596,52044,124640
544,2554,12,73384,51340,124724
714,2885,105,73041,51737,124778
629,2721,105,72775,52008,124783
664,2799,12,73128,51673,124801
660,2791,51,76060,48755,124815
628,2718,105,72662,52218,124880
957,3256,12,75477,49521,124998
659,2790,12,73243,51756,124999
1115,3504,48,61992,63156,125148
1142,3551,12,75814,49365,125179
863,3124,49,71946,53360,125306
545,2563,12,74056,51291,125347
693,2847,12,75693,49803,125496
543,2552,12,74129,51376,125505
685,2831,105,73746,51826,125572
773,2985,12,75869,49724,125593
612,2693,105,73541,52099,125640
633,2725,105,73809,51900,125709
606,2685,105,73752,51974,125726
719,2894,105,73450,52311,125761
591,2664,105,73782,52007,125789
689,2840,12,76077,49725,125802
608,2688,105,73716,52119,125835
572,2632,12,74206,51674,125880
707,2875,105,73832,52115,125947
713,2884,105,73719,52287,126006
638,2733,12,73994,52062,126056
722,2900,105,74282,51848,126130
564,2609,12,74826,51305,126131
635,2729,105,74571,51757,126328
605,2684,105,74255,52299,126554
596,2675,105,74387,52219,126606
651,2778,12,74754,51933,126687
598,2677,105,74369,52382,126751
684,2830,105,75181,51636,126817
687,2837,12,77291,49541,126832
1202,3651,48,73764,53134,126898
602,2681,105,75039,52194,127233
597,2676,105,75223,52074,127297
547,2568,12,75950,51462,127412
1114,3503,48,64477,62957,127434
632,2724,105,75366,52102,127468
604,2683,105,75580,51915,127495
590,2662,105,75670,52065,127735
683,2829,105,76045,51812,127857
613,2694,105,75969,51936,127905
344,2093,55,87345,40639,127984
586,2655,105,75737,52430,128167
631,2723,105,76485,51736,128221
607,2686,105,76304,52268,128572
609,2689,105,76542,52089,128631
585,2654,105,76035,52611,128646
594,2670,105,75625,53045,128670
589,2660,105,75990,52768,128758
593,2667,105,76712,52128,128840
1072,3461,48,65898,63079,128977
583,2650,105,77120,52191,129311
603,2682,105,77369,51961,129330
615,2696,105,77423,51977,129400
582,2649,105,77012,52564,129576
1083,3472,48,65713,64204,129917
584,2652,105,77698,52369,130067
347,2096,55,96838,33434,130272
688,2839,105,78300,52143,130443
588,2658,105,77919,52526,130445
587,2656,105,78761,52183,130944
1079,3468,48,59878,71440,131318
802,3041,105,76519,55375,131894
480,2387,12,77281,54758,132039
466,2344,12,77501,54967,132468
160,1382,28,79407,53903,133310
189,1508,28,79325,54150,133475
196,1521,28,79357,54128,133485
1305,3808,48,58887,74605,133492
686,2835,105,81739,51850,133589
137,1309,28,79602,54149,133751
1075,3464,48,68804,64985,133789
599,2678,105,74689,59163,133852
156,1374,28,79849,54071,133920
144,1322,28,79858,54082,133940
661,2794,51,81351,52742,134093
139,1314,28,80345,53784,134129
532,2475,12,79278,55182,134460
1067,3451,48,65583,69041,134624
533,2483,12,80117,54660,134777
646,2759,51,84630,50402,135032
600,2679,105,76862,58447,135309
462,2330,12,77769,57915,135684
345,2094,55,101694,34172,135866
601,2680,105,77099,59437,136536
465,2335,12,76008,60554,136562
464,2332,12,79665,58336,138001
531,2471,12,82984,55872,138856
1200,3647,127,87583,51947,139530
1300,3802,127,61166,81429,142595
1296,3794,77,90587,59173,149760
1113,3502,48,67126,83362,150488
1293,3789,117,92709,58878,151587
1339,3869,77,93948,58922,152870
1299,3798,48,62576,93069,155645
530,2466,12,103546,54924,158470
423,2244,12,93343,67507,160850
786,3003,49,93238,67791,161029
433,2263,12,93232,68022,161254
430,2258,12,93966,67875,161841
437,2271,12,94761,67348,162109
436,2269,12,94800,67312,162112
428,2254,12,94540,67606,162146
420,2238,12,93389,68769,162158
419,2233,12,94702,67497,162199
385,2159,12,95535,67635,163170
414,2222,12,96133,67415,163548
384,2156,12,96334,67849,164183
383,2154,12,96361,67862,164223
398,2191,12,97299,67486,164785
783,3000,49,93064,71884,164948
416,2225,12,95949,69118,165067
1228,3689,113,95316,70216,165532
809,3050,49,97753,68027,165780
365,2132,12,94336,71883,166219
1232,3698,113,95471,70995,166466
1262,3747,113,95347,71207,166554
426,2247,12,99280,67541,166821
417,2228,12,98429,69142,167571
427,2250,12,100362,67547,167909
372,2143,12,96113,71962,168075
1229,3692,113,95893,73639,169532
421,2240,12,100836,69120,169956
1277,3764,113,99416,71362,170778
363,2125,12,95186,75962,171148
369,2139,12,96620,75656,172276
245,1717,55,112863,59513,172376
797,3021,49,94591,77878,172469
1270,3755,113,100393,72347,172740
781,2997,49,93298,80919,174217
813,3054,49,97190,77335,174525
1236,3703,113,96427,78098,174525
1323,3837,70,107491,67649,175140
1291,3786,70,108056,67589,175645
1285,3775,70,107750,68004,175754
1220,3678,75,103648,72640,176288
1250,3724,70,108719,67591,176310
1255,3736,70,108316,68167,176483
1314,3824,133,105051,71590,176641
482,2399,49,108603,68095,176698
1259,3742,70,109223,67596,176819
1149,3560,70,109036,67875,176911
1241,3711,70,109173,67784,176957
1251,3728,70,109342,67739,177081
1279,3766,70,109725,67479,177204
1252,3731,70,109434,67901,177335
1257,3738,70,109720,67618,177338
1213,3670,75,106306,71245,177551
1203,3652,75,105908,72154,178062
1243,3713,70,110103,68009,178112
1274,3759,70,110433,67840,178273
1217,3675,113,107554,70827,178381
1144,3554,70,109403,69056,178459
857,3117,75,106535,72179,178714
1238,3705,75,106721,72042,178763
1290,3785,133,107565,71348,178913
377,2148,12,97653,81489,179142
491,2415,49,111230,67921,179151
1246,3717,70,111779,67427,179206
1283,3773,133,107049,72168,179217
1209,3663,113,107689,71634,179323
1234,3700,75,107522,71942,179464
1303,3805,133,106761,72799,179560
481,2398,49,111827,67800,179627
1231,3696,75,107907,71850,179757
1225,3685,75,107512,72306,179818
999,3329,75,108152,71786,179938
1192,3632,113,107816,72178,179994
1180,3608,75,108328,71737,180065
1249,3722,75,108425,71644,180069
1253,3732,70,112596,67624,180220
972,3293,75,108522,71712,180234
1297,3796,133,108788,71670,180458
1205,3655,113,109028,71514,180542
1148,3559,75,108390,72264,180654
1301,3803,70,112817,67951,180768
470,2362,49,111305,69622,180927
826,3071,70,111766,69206,180972
964,3271,75,109067,71972,181039
1223,3681,75,107470,73601,181071
1248,3720,70,113569,67560,181129
542,2551,49,112790,68411,181201
1268,3753,75,109519,71699,181218
996,3321,75,109438,71800,181238
1266,3751,75,109883,71433,181316
474,2372,49,113515,68138,181653
1269,3754,70,113691,67975,181666
484,2407,49,113980,67702,181682
1230,3693,75,108984,72862,181846
1245,3716,75,110155,71870,182025
366,2135,70,113364,68693,182057
1278,3765,75,110625,71515,182140
1280,3768,133,110156,72236,182392
1145,3555,70,114758,67641,182399
1308,3814,133,110925,71569,182494
386,2172,70,113866,68796,182662
472,2369,49,114174,68500,182674
1154,3567,113,108579,74402,182981
479,2385,49,114937,68048,182985
1010,3348,75,111053,72081,183134
969,3285,75,111406,71758,183164
1140,3549,70,115940,67885,183825
1214,3671,113,110613,73301,183914
468,2356,49,116752,67870,184622
1137,3544,70,117219,67410,184629
1027,3367,70,116212,68504,184716
488,2412,49,117240,67612,184852
1177,3602,75,108539,76341,184880
1032,3390,70,116677,68233,184910
1187,3621,113,110921,74142,185063
1194,3637,113,107706,77617,185323
477,2380,49,117775,68132,185907
1147,3557,113,115369,70613,185982
1133,3537,70,117468,68531,185999
541,2549,49,118460,67790,186250
1034,3392,70,117557,68718,186275
1254,3733,75,115408,71387,186795
475,2375,49,119573,68069,187642
1128,3529,70,119322,68517,187839
1029,3374,70,119511,68523,188034
1136,3542,70,120274,68385,188659
1043,3410,113,120132,68692,188824
485,2408,49,116325,72736,189061
476,2377,49,121282,68075,189357
1045,3415,113,119163,70516,189679
1174,3598,113,112763,77066,189829
483,2403,49,121927,67917,189844
1156,3569,113,118078,72020,190098
961,3263,75,118189,71911,190100
1183,3612,113,115292,74942,190234
490,2414,49,119708,70658,190366
1185,3619,113,120570,69884,190454
649,2768,70,121972,69070,191042
1132,3535,70,122114,69028,191142
648,2767,70,122775,68840,191615
1273,3758,75,120349,71754,192103
448,2296,49,118825,73333,192158
1167,3584,113,121054,72323,193377
1033,3391,70,125400,68200,193600
1188,3622,113,122866,71563,194429
1191,3626,113,119118,76112,195230
539,2543,49,120996,74253,195249
1198,3645,48,126207,69729,195936
1141,3550,113,121206,76124,197330
1160,3575,113,120918,77304,198222
486,2410,49,114497,84026,198523
726,2911,48,165810,35270,201080
467,2349,49,135014,68346,203360
487,2411,49,120686,85912,206598
11,331,35,207244,1465,208709
12,332,35,207605,1259,208864
6,320,35,207427,1823,209250
5,319,35,207589,1981,209570
9,328,35,209011,1136,210147
13,336,35,208817,1351,210168
7,324,35,209090,1884,210974
576,2639,105,159305,52436,211741
489,2413,49,121251,90968,212219
575,2638,105,162812,52505,215317
581,2648,105,163480,52464,215944
699,2854,49,147037,71065,218102
573,2636,105,165628,52500,218128
571,2629,105,165603,52775,218378
579,2643,105,167483,52644,220127
577,2640,105,167539,53295,220834
463,2331,49,153847,67573,221420
578,2642,105,170516,52233,222749
580,2645,105,170338,53015,223353
1317,3828,113,171369,69215,240584
843,3098,79,178791,68236,247027
1325,3839,114,176534,71739,248273
796,3019,79,181009,68231,249240
574,2637,49,181219,68119,249338
799,3024,79,180885,68563,249448
943,3217,79,181471,68319,249790
765,2969,128,183077,68471,251548
761,2960,79,183304,68506,251810
769,2975,79,183615,68666,252281
360,2116,70,113648,139002,252650
803,3042,75,180975,71750,252725
832,3079,79,184994,68080,253074
764,2965,79,184676,68437,253113
793,3014,79,184887,68359,253246
779,2995,79,184866,68440,253306
771,2981,79,185796,68994,254790
767,2973,128,187011,68375,255386
1319,3831,114,180158,76144,256302
766,2970,75,181497,76717,258214
807,3048,75,187040,71931,258971
822,3066,75,189214,72191,261405
1312,3822,114,191628,70604,262232
768,2974,75,191408,75393,266801
1074,3463,131,125433,142806,268239
362,2119,70,188216,81664,269880
819,3062,75,202187,72388,274575
499,2423,55,170786,119004,289790
774,2986,75,214091,78031,292122
1073,3462,131,152167,143245,295412
358,2112,55,175013,123133,298146
444,2285,49,221815,77548,299363
262,1788,10,175698,123774,299472
342,2091,111,177306,124658,301964
438,2273,48,178755,123857,302612
