0,0.47,0.592592593
0.786666667,0.495,0.796296296
0.823333333,0.475,0.703703704
0.75,0.56,0.907407407
0.868,0.62,0.777777778
0.803333333,0.445,0.703703704
0.918333333,0.78,0.555555556
0.816,0.315,0.759259259
0.786,0.54,0.703703704
0.836666667,0.995,0.814814815
0.755,0.585,0.703703704
0.76,0.505,0.722222222
0.776,0.655,0.62962963
0.813333333,0.54,0.851851852
0.838333333,0.58,0.777777778
0.908,0.305,0.925925926
0.821666667,0.48,0.777777778
0.766666667,0.455,0.537037037
0.73,0.435,0.462962963
0.78,0.455,0.740740741
0.722,0.46,0.981481481
0.863333333,0.42,0.777777778
0.798333333,0,0.074074074
0.838333333,0.54,0.703703704
0.815,0.32,0.444444444
0.788333333,0.235,0.87037037
0.825,0.465,0.703703704
0.836666667,0.315,0.259259259
0.812,0.23,0.037037037
0.87,0.425,0.944444444
0.765,0.36,0.703703704
0.79,0.555,0.925925926
0.766666667,0.05,0.703703704
0.806,0.55,0.87037037
0.801666667,0.42,0.759259259
0.668333333,0.47,0.703703704
0.771666667,0.995,0.814814815
0.793333333,0.255,0.87037037
0.856666667,0.59,0.814814815
0.745,0.475,0.740740741
0.825,0.41,0.759259259
0.793333333,0.525,0.87037037
0.833333333,0.505,0.759259259
0.908333333,0.275,0.740740741
0.831666667,0.715,0.851851852
0.746666667,0.415,0.814814815
0.858,0.325,0.87037037
0.75,0.76,0.925925926
0.738333333,0.615,0.814814815
0.818333333,0.21,0.833333333
0.813333333,0.995,0.851851852
0.816666667,0.405,0.62962963
0.785,0.405,0.592592593
0.801666667,0.475,0.703703704
0.908,0.645,0.648148148
0.824,0,0.907407407
0.85,0.445,0.777777778
0.835,0.225,0.444444444
0.9,0.56,0.925925926
0.776666667,0.515,0.666666667
0.83,0.675,0.814814815
0.743333333,0.675,0.444444444
0.806666667,0.565,0.592592593
0.876666667,0.57,0.777777778
0.764,0.635,0.833333333
0.806666667,0.41,0.703703704
0.801666667,0.565,0.907407407
0.784,0.715,0.888888889
0.748333333,0.62,0.685185185
0.933333333,0.545,0.777777778
0.775,0.435,0.611111111
0.866666667,0.57,0.814814815
0.79,0.42,0.685185185
0.66,0.52,0.814814815
0.81,0.675,0.703703704
0.773333333,0.435,0.907407407
0.75,0,0.925925926
0.8,0.415,0.703703704
0.79,0.24,0.925925926
0.76,0.585,0.833333333
0.793333333,0,0.759259259
0.796,0.69,0.851851852
0.791666667,0.44,0.537037037
0.8,0.37,0.259259259
0.823333333,0.495,0.407407407
0.93,0.48,0.777777778
0.786666667,0.29,0.740740741
0.776666667,0.515,0.777777778
0.67,0.465,0.666666667
0.868333333,0.52,0.703703704
0.858333333,0.57,0.962962963
0.766666667,0.36,0.888888889
0.743333333,0.74,0.703703704
0.806,0.47,0.777777778
0.77,0.765,0.814814815
0.79,0.575,0.62962963
0.92,0.385,0.259259259
0.895,0.41,0.333333333
0.82,0.34,0.462962963
0.668,0,0.740740741
0.803333333,0.465,0.944444444
0.81,0.525,0.62962963
0.796666667,0.425,0.62962963
0.776666667,0.525,0.777777778
0.826666667,0.53,0.592592593
0.74,0.995,0.87037037
0.773333333,0.705,0.814814815
0.81,0.52,0.796296296
0.793333333,0,0.833333333
0.764,0.36,0.888888889
0.81,0.315,0.759259259
0.853333333,0.595,0.944444444
0.78,0.595,0.777777778
0.758333333,0.71,0.833333333
0.815,0.485,0.462962963
0.765,0.355,0.666666667
0.756666667,0.475,0.555555556
0.803333333,0.345,0.722222222
0.785,0,0.722222222
0.81,0.45,0.666666667
0.855,0.61,0.740740741
0.898333333,0.56,0.648148148
0.808333333,0.45,0.703703704
0.853333333,0.555,0.833333333
0.848333333,0.995,0.814814815
0.818333333,0.515,0.888888889
0.85,0.445,0.851851852
0.83,0.36,0.592592593
0.766666667,0,0.740740741
0.626,0.4,0.740740741
0.741666667,0.22,0.703703704
0.816666667,0.995,0.851851852
0.843333333,0.49,0.685185185
0.803333333,0.595,0.981481481
0.912,0.595,0.740740741
0.8,0.62,0.907407407
0.828333333,0.47,0.944444444
0.883333333,0.55,0.962962963
0.658,0,0.444444444
0.805,0.775,0.740740741
0.798333333,0.475,0.759259259
0.816,0.525,0.62962963
0.936,0.55,0.722222222
0.913333333,0.64,0.666666667
0.808333333,0.515,0.685185185
0.744,0.665,0.555555556
0.828333333,0.54,0.648148148
0.948333333,0.74,0.888888889
0.784,0,0.925925926
0.848333333,0.76,0.888888889
0.77,0.615,0.944444444
0.774,0.63,0.555555556
0.795,0.58,0.888888889
0.796666667,0.71,0.777777778
0.828333333,0.34,0.814814815
0.876666667,0.995,0.833333333
0.821666667,0.47,0.925925926
0.88,0.425,0.851851852
0.94,0.705,0.759259259
0.82,0.655,0.962962963
0.852,0.52,0.925925926
0.803333333,0.47,0.722222222
0.781666667,0.365,0.666666667
0.793333333,0.67,0.759259259
0.835,0,0.759259259
0.786666667,0.63,0.37037037
0.786666667,0.585,0.925925926
0.773333333,0.39,0.333333333
0.78,0.995,0.962962963
0.803333333,0.335,0.740740741
